property_id,listing_status,listing_type,listing_date,building___society,area___locality,city,pincode,property_type,bedrooms__bhk,bathrooms,area__sq__ft,area_type,floor_number,total_floors,furnishing,facing_direction,parking__cars,property_age__yrs,amenities,asking_price__â_¹,monthly_rent__â_¹,security_deposit__â_¹,maint____month__â_¹,price_negotiable,commission,owner_name,owner_phone
RENT-APAR-575,Available,Rent,2024-06-05,Prakash Greens,Shivar Garden,Mira Bhayandar,401107,Apartment,2.0,3,911,Carpet,8,7,Unfurnished,North,1,23,cultivate extensible portals,,28000.0,140000.0,2869,1,2,Nimrat Kaur,911734777738
RENT-APAR-576,Available,Rent,2023-10-09,Grewal Apartments,Shanti Nagar,Mira Bhayandar,401101,Apartment,2.0,2,946,Carpet,12,13,Unfurnished,West,0,8,revolutionize intuitive networks,,35000.0,175000.0,3474,1,1,Chaaya Bera,917661287624
SALE-BUNG-577,Available,Sale,2023-10-31,Agrawal Park,Beverly Park,Mira Bhayandar,401107,Bungalow,4.0,6,1883,Carpet,0,2,Semi-Furnished,North-East,0,23,embrace clicks-and-mortar web services,27500000.0,,,0,1,2,Shravya Pant,5978231837
RENT-OFFI-578,Available,Rent,2024-01-12,Reddy Greens,Golden Nest,Mira Bhayandar,401107,Office Space,,1,742,Carpet,13,2,Fully Furnished,North-East,1,21,architect ubiquitous relationships,,63000.0,126000.0,0,0,1,Charita Ramanathan,1756188159
SALE-APAR-579,Available,Sale,2023-08-03,Garde Residency,Bhayandar East,Mira Bhayandar,401107,Apartment,3.0,4,1817,Carpet,9,24,Unfurnished,North,2,1,empower frictionless e-business,17000000.0,,,6922,0,1,Onkar Loke,8671213423
SALE-BUNG-580,Available,Sale,2024-11-12,Hayre Residency,Kanakia,Mira Bhayandar,401101,Bungalow,5.0,6,3390,Built-up,0,2,Unfurnished,East,2,24,cultivate virtual infrastructures,34400000.0,,,0,1,2,Vedika Parmar,1379518011
RENT-APAR-581,Available,Rent,2025-04-05,Khurana Enclave,Shanti Nagar,Mira Bhayandar,401105,Apartment,3.0,3,1429,Carpet,13,6,Fully Furnished,North,0,14,facilitate collaborative metrics,,57000.0,171000.0,5574,1,1,Yashoda Cherian,1198141652
SALE-APAR-582,Available,Sale,2024-09-03,Chaudhari Enclave,Kanakia,Mira Bhayandar,401101,Apartment,1.0,2,551,Built-up,19,7,Fully Furnished,West,2,23,transition out-of-the-box infrastructures,6300000.0,,,2355,1,2,Praneel Gole,7877640129
SALE-BUNG-583,Available,Sale,2025-07-19,Sarma Towers,Jesal Park,Mira Bhayandar,401101,Bungalow,5.0,6,2565,Built-up,0,2,Semi-Furnished,North,1,7,iterate B2C systems,38300000.0,,,0,1,2,Yashoda Dugar,1752361451
SALE-BUNG-584,Available,Sale,2024-01-31,Acharya Heights,Shivar Garden,Mira Bhayandar,401105,Bungalow,3.0,4,2003,Built-up,0,2,Semi-Furnished,North-East,1,18,generate rich convergence,28100000.0,,,0,1,1,Onkar Handa,916685368612
SALE-BUNG-585,Available,Sale,2024-08-22,Swaminathan Heights,Beverly Park,Mira Bhayandar,401101,Bungalow,4.0,5,2135,Carpet,0,2,Semi-Furnished,South-West,1,19,re-intermediate revolutionary systems,40800000.0,,,0,0,2,Jyoti Bhagat,915720679664
SALE-OFFI-586,Available,Sale,2025-01-30,Solanki Residency,Shanti Nagar,Mira Bhayandar,401107,Office Space,,0,774,Carpet,20,2,Unfurnished,North,1,20,morph cross-media eyeballs,32600000.0,,,0,0,2,Oliver Subramaniam,1297362667
RENT-OFFI-587,Available,Rent,2023-08-19,Om Park,Golden Nest,Mira Bhayandar,401107,Office Space,,1,283,Built-up,20,2,Semi-Furnished,West,2,11,deploy dynamic e-commerce,,131000.0,655000.0,0,0,1,Shaurya Jain,4394756500
SALE-BUNG-588,Available,Sale,2024-09-29,Dâ€™Alia Towers,Kanakia,Mira Bhayandar,401107,Bungalow,3.0,5,2320,Built-up,0,2,Semi-Furnished,North,0,24,optimize rich mindshare,31000000.0,,,0,1,1,Tanveer Dar,8200665981
SALE-BUNG-589,Available,Sale,2025-01-04,Toor Complex,Beverly Park,Mira Bhayandar,401105,Bungalow,4.0,5,1812,Carpet,0,2,Semi-Furnished,East,2,15,synergize cross-platform action-items,36200000.0,,,0,1,1,Caleb Mukhopadhyay,3936338636
RENT-SHOP-590,Available,Rent,2025-07-08,Anand Heights,Kanakia,Mira Bhayandar,401105,Shop,,0,1783,Carpet,5,2,Unfurnished,South,2,12,empower killer functionalities,,105000.0,420000.0,0,0,1,Chakradev Tank,219174373
SALE-APAR-591,Available,Sale,2025-01-02,Sami Residency,Golden Nest,Mira Bhayandar,401101,Apartment,1.0,2,502,Built-up,14,9,Fully Furnished,South-West,2,8,facilitate seamless networks,6900000.0,,,1941,0,1,Andrew Comar,2743769518
RENT-OFFI-592,Available,Rent,2025-06-06,Subramaniam Towers,Beverly Park,Mira Bhayandar,401107,Office Space,,0,1267,Carpet,21,2,Fully Furnished,South-West,1,11,grow ubiquitous e-services,,98000.0,490000.0,0,0,1,Chaman Sarma,298830017
RENT-OFFI-593,Available,Rent,2024-09-16,Mistry Heights,Bhayandar East,Mira Bhayandar,401105,Office Space,,0,1339,Built-up,22,2,Unfurnished,South,2,18,syndicate out-of-the-box paradigms,,153000.0,306000.0,0,0,1,Devansh Dyal,4147351282
SALE-BUNG-594,Available,Sale,2024-09-30,Dixit Park,Bhayandar West,Mira Bhayandar,401101,Bungalow,3.0,5,2102,Carpet,0,2,Semi-Furnished,East,0,16,generate customized methodologies,33900000.0,,,0,1,1,Urmi Mannan,9176126577
SALE-BUNG-595,Available,Sale,2024-03-08,Sandhu Plaza,Mira Road East,Mira Bhayandar,401101,Bungalow,4.0,6,3342,Carpet,0,2,Unfurnished,South,0,9,facilitate e-business channels,39200000.0,,,0,1,2,Gautam Mann,7183843112
SALE-BUNG-596,Available,Sale,2024-03-29,Solanki Complex,Golden Nest,Mira Bhayandar,401105,Bungalow,3.0,4,3295,Carpet,0,2,Semi-Furnished,East,1,8,unleash interactive relationships,49000000.0,,,0,1,2,Urmi Grewal,8916556249
SALE-APAR-597,Available,Sale,2025-01-04,Grewal Apartments,Shanti Nagar,Mira Bhayandar,401101,Apartment,3.0,4,1686,Carpet,16,5,Unfurnished,West,2,12,cultivate user-centric channels,21700000.0,,,6086,0,1,Dhriti Dubey,6265891843
RENT-OFFI-598,Available,Rent,2023-08-13,Dugar Enclave,Shivar Garden,Mira Bhayandar,401101,Office Space,,0,1570,Built-up,8,2,Unfurnished,West,0,23,incubate user-centric eyeballs,,165000.0,330000.0,0,1,1,Kalpit Goswami,916964692853
SALE-BUNG-599,Available,Sale,2023-12-24,Ravi Residency,Golden Nest,Mira Bhayandar,401101,Bungalow,5.0,6,2277,Carpet,0,2,Fully Furnished,South-West,2,17,optimize integrated platforms,40700000.0,,,0,1,1,Brijesh Datta,4394630900
RENT-OFFI-600,Available,Rent,2024-12-21,Baral Complex,Naya Nagar,Mira Bhayandar,401101,Office Space,,1,2491,Carpet,2,2,Unfurnished,East,0,20,syndicate best-of-breed solutions,,195000.0,780000.0,0,1,1,Oscar Rajagopalan,105277832
RENT-APAR-601,Available,Rent,2024-09-11,Parikh Park,Mira Road East,Mira Bhayandar,401107,Apartment,1.0,2,568,Built-up,24,16,Fully Furnished,East,2,21,re-intermediate interactive experiences,,25000.0,100000.0,1561,0,2,Bakhshi Saran,5815001447
RENT-APAR-602,Available,Rent,2023-09-24,Dhar Apartments,Shivar Garden,Mira Bhayandar,401105,Apartment,1.0,2,530,Carpet,14,5,Semi-Furnished,West,1,18,mesh back-end communities,,25000.0,75000.0,1764,0,1,Aadhya Mitter,5291419721
RENT-APAR-603,Available,Rent,2024-06-22,Sawhney Gardens,Kanakia,Mira Bhayandar,401101,Apartment,2.0,2,802,Carpet,0,20,Unfurnished,East,2,20,strategize global platforms,,38000.0,76000.0,3314,0,1,Arunima Golla,5871585446
SALE-BUNG-604,Available,Sale,2024-07-27,Bajwa Complex,Shivar Garden,Mira Bhayandar,401105,Bungalow,4.0,6,2708,Built-up,0,2,Semi-Furnished,East,2,2,re-contextualize strategic technologies,27600000.0,,,0,1,2,Ekalinga Grewal,910345167113
RENT-APAR-605,Available,Rent,2024-09-10,Sampath Complex,Beverly Park,Mira Bhayandar,401105,Apartment,4.0,4,1580,Carpet,12,28,Unfurnished,East,1,21,extend integrated metrics,,41000.0,205000.0,4871,1,1,Edhitha Rama,2488047087
SALE-BUNG-606,Available,Sale,2025-05-05,Kaul Heights,Mira Road East,Mira Bhayandar,401107,Bungalow,4.0,5,2088,Carpet,0,2,Semi-Furnished,South,1,16,matrix bricks-and-clicks e-commerce,27500000.0,,,0,0,1,Siya Misra,1151454403
SALE-OFFI-607,Available,Sale,2024-08-03,Palla Residency,Jesal Park,Mira Bhayandar,401107,Office Space,,1,727,Carpet,3,2,Semi-Furnished,North,1,14,transition extensible solutions,32400000.0,,,0,1,2,Yachana Dass,911646575535
RENT-SHOP-608,Available,Rent,2025-07-02,Kibe Plaza,Bhayandar West,Mira Bhayandar,401107,Shop,,1,2220,Built-up,12,2,Unfurnished,South,2,10,visualize web-enabled web-readiness,,137000.0,548000.0,0,1,1,Hemal Sachar,7485172864
RENT-APAR-609,Available,Rent,2023-09-21,Sathe Park,Mira Road East,Mira Bhayandar,401107,Apartment,1.0,1,512,Built-up,0,5,Fully Furnished,South,2,1,revolutionize visionary networks,,18000.0,36000.0,2005,1,1,Sanya Dhingra,7425923595
RENT-SHOP-610,Available,Rent,2025-04-26,Dhillon Heights,Golden Nest,Mira Bhayandar,401105,Shop,,0,626,Carpet,18,2,Unfurnished,South,0,17,generate plug-and-play web-readiness,,53000.0,212000.0,0,1,2,Ekta Pandit,6889951815
RENT-OFFI-611,Available,Rent,2024-02-15,Bail Enclave,Kanakia,Mira Bhayandar,401105,Office Space,,0,1749,Built-up,11,2,Unfurnished,South-West,1,24,engage distributed web services,,175000.0,875000.0,0,1,2,Gabriel Sawhney,1074272642
RENT-APAR-612,Available,Rent,2024-04-15,Kumer Gardens,Golden Nest,Mira Bhayandar,401101,Apartment,4.0,4,1863,Carpet,11,26,Fully Furnished,North-East,2,21,empower distributed content,,48000.0,240000.0,6633,0,2,Hredhaan Seth,1831625048
SALE-OFFI-613,Available,Sale,2024-05-07,Madan Greens,Naya Nagar,Mira Bhayandar,401101,Office Space,,0,685,Carpet,1,2,Fully Furnished,North,0,8,incentivize proactive relationships,12100000.0,,,0,0,1,Zinal Ahuja,7806244529
SALE-BUNG-614,Available,Sale,2024-01-18,Bala Greens,Kanakia,Mira Bhayandar,401101,Bungalow,5.0,7,2563,Carpet,0,2,Fully Furnished,North,1,2,enhance frictionless architectures,31300000.0,,,0,1,2,Gabriel Sinha,7305298620
SALE-OFFI-615,Available,Sale,2024-01-10,Pant Gardens,Shanti Nagar,Mira Bhayandar,401105,Office Space,,0,928,Carpet,15,2,Unfurnished,South,1,19,incentivize bricks-and-clicks solutions,31800000.0,,,0,0,1,Ijaya Mukhopadhyay,898507130
RENT-OFFI-616,Available,Rent,2025-05-02,Bhardwaj Greens,Mira Road East,Mira Bhayandar,401101,Office Space,,0,2176,Built-up,7,2,Fully Furnished,North,1,17,orchestrate real-time content,,88000.0,352000.0,0,1,2,Wridesh Raman,9290373562
SALE-OFFI-617,Available,Sale,2025-03-01,Hans Gardens,Shanti Nagar,Mira Bhayandar,401105,Office Space,,0,2204,Built-up,17,2,Fully Furnished,South-West,1,3,brand back-end vortals,17800000.0,,,0,0,2,Darsh Dubey,7197567354
SALE-APAR-618,Available,Sale,2024-05-05,Bala Enclave,Beverly Park,Mira Bhayandar,401105,Apartment,2.0,3,1029,Built-up,5,7,Fully Furnished,East,2,14,reinvent wireless relationships,13900000.0,,,3920,1,1,Widisha Ramakrishnan,6627356033
RENT-OFFI-619,Available,Rent,2025-03-15,Salvi Complex,Mira Road East,Mira Bhayandar,401107,Office Space,,1,1784,Carpet,1,2,Fully Furnished,South-West,0,8,scale world-class action-items,,78000.0,156000.0,0,0,1,Nimrat Lad,6791993252
RENT-APAR-620,Available,Rent,2024-06-02,Chhabra Park,Golden Nest,Mira Bhayandar,401107,Apartment,4.0,4,1161,Carpet,5,24,Fully Furnished,North,0,14,cultivate proactive initiatives,,49000.0,196000.0,4020,1,1,Vedika Bhargava,2266354419
SALE-OFFI-621,Available,Sale,2024-12-19,Chada Complex,Beverly Park,Mira Bhayandar,401105,Office Space,,0,1813,Carpet,5,2,Unfurnished,South,0,21,architect clicks-and-mortar e-commerce,31600000.0,,,0,1,2,Ishanvi Kumer,1986954602
SALE-APAR-622,Available,Sale,2025-07-07,Agrawal Apartments,Shivar Garden,Mira Bhayandar,401101,Apartment,2.0,3,1029,Carpet,24,18,Unfurnished,West,1,10,strategize B2B applications,9500000.0,,,2679,1,1,Umang Chowdhury,910764511228
SALE-BUNG-623,Available,Sale,2024-07-02,Prakash Heights,Golden Nest,Mira Bhayandar,401107,Bungalow,3.0,5,3438,Built-up,0,2,Unfurnished,South,1,16,empower turn-key e-services,33400000.0,,,0,1,2,Aarav Chakrabarti,918336220147
SALE-BUNG-624,Available,Sale,2023-12-14,Maharaj Greens,Naya Nagar,Mira Bhayandar,401101,Bungalow,4.0,5,2772,Carpet,0,2,Semi-Furnished,North-East,2,15,enhance magnetic portals,47700000.0,,,0,0,1,Aarna Ben,911249858590
SALE-APAR-625,Available,Sale,2024-09-17,Tripathi Greens,Jesal Park,Mira Bhayandar,401105,Apartment,3.0,4,1426,Built-up,20,11,Unfurnished,West,1,10,unleash collaborative communities,29600000.0,,,3850,1,1,Eshana Ratta,910746564269
RENT-OFFI-626,Available,Rent,2023-11-13,Bhattacharyya Apartments,Kanakia,Mira Bhayandar,401101,Office Space,,1,910,Built-up,19,2,Unfurnished,West,1,2,whiteboard front-end action-items,,55000.0,220000.0,0,1,2,Reyansh Raval,1067981012
SALE-APAR-627,Available,Sale,2024-04-28,Krishna Enclave,Bhayandar East,Mira Bhayandar,401101,Apartment,4.0,4,1128,Built-up,22,24,Semi-Furnished,North,0,22,deliver ubiquitous networks,23600000.0,,,4655,1,1,Tanvi Babu,2698634833
RENT-SHOP-628,Available,Rent,2024-11-21,Merchant Enclave,Naya Nagar,Mira Bhayandar,401101,Shop,,0,747,Carpet,24,2,Unfurnished,East,1,23,streamline end-to-end bandwidth,,198000.0,792000.0,0,1,1,Warhi Koshy,5723020787
RENT-APAR-629,Available,Rent,2024-04-18,Nadig Complex,Bhayandar East,Mira Bhayandar,401107,Apartment,2.0,3,748,Carpet,8,19,Semi-Furnished,South,1,14,innovate B2C e-business,,28000.0,112000.0,2705,1,1,Quincy Prabhu,6186359557
SALE-BUNG-630,Available,Sale,2025-01-30,Bera Heights,Golden Nest,Mira Bhayandar,401101,Bungalow,4.0,6,2710,Built-up,0,2,Semi-Furnished,North-East,1,17,utilize next-generation convergence,45700000.0,,,0,1,1,Oviya Bhatti,912384782384
RENT-APAR-631,Available,Rent,2024-03-14,Ramakrishnan Park,Mira Road East,Mira Bhayandar,401105,Apartment,4.0,4,1839,Built-up,13,6,Semi-Furnished,South-West,2,20,visualize global applications,,55000.0,110000.0,5738,1,2,Neha Narayan,4730120972
RENT-SHOP-632,Available,Rent,2024-04-07,Bandi Heights,Bhayandar West,Mira Bhayandar,401101,Shop,,1,1078,Carpet,11,2,Unfurnished,South-West,1,9,synergize cross-platform communities,,173000.0,519000.0,0,1,1,Ishita Oza,916249996543
SALE-APAR-633,Available,Sale,2024-06-07,Divan Heights,Bhayandar West,Mira Bhayandar,401105,Apartment,1.0,2,406,Built-up,22,12,Semi-Furnished,North,0,16,implement open-source paradigms,5900000.0,,,1122,1,2,Nitesh Panchal,1639499190
SALE-SHOP-634,Available,Sale,2024-06-04,Dey Apartments,Beverly Park,Mira Bhayandar,401101,Shop,,0,1056,Built-up,9,2,Unfurnished,North-East,2,25,empower global metrics,34500000.0,,,0,0,1,Vansha Oza,917897022583
SALE-BUNG-635,Available,Sale,2025-01-25,Tata Heights,Bhayandar East,Mira Bhayandar,401101,Bungalow,4.0,6,2229,Built-up,0,2,Unfurnished,North-East,1,1,engineer granular e-business,33000000.0,,,0,0,2,Jack Chand,8994170737
SALE-BUNG-636,Available,Sale,2025-04-23,Bhatia Plaza,Shanti Nagar,Mira Bhayandar,401107,Bungalow,5.0,7,1944,Built-up,0,2,Fully Furnished,South,1,21,integrate synergistic web services,29200000.0,,,0,1,2,Warhi Sharaf,915350452703
RENT-SHOP-637,Available,Rent,2024-05-19,Lanka Plaza,Golden Nest,Mira Bhayandar,401105,Shop,,0,1452,Built-up,0,2,Unfurnished,East,0,15,redefine ubiquitous relationships,,182000.0,910000.0,0,1,2,Ojas Raja,917107922988
SALE-APAR-638,Available,Sale,2024-07-06,Prakash Apartments,Golden Nest,Mira Bhayandar,401105,Apartment,1.0,1,684,Carpet,19,17,Semi-Furnished,South-West,1,1,reinvent turn-key partnerships,5000000.0,,,2886,1,2,Sudiksha Nadig,5701178325
SALE-BUNG-639,Available,Sale,2024-11-28,Biswas Enclave,Bhayandar West,Mira Bhayandar,401107,Bungalow,5.0,6,2120,Carpet,0,2,Semi-Furnished,East,2,9,brand e-business initiatives,31100000.0,,,0,0,1,Urmi Lala,912459506662
SALE-BUNG-640,Available,Sale,2025-02-06,Suresh Gardens,Mira Road East,Mira Bhayandar,401105,Bungalow,4.0,6,2409,Carpet,0,2,Fully Furnished,South-West,0,13,implement back-end deliverables,29600000.0,,,0,0,1,Indali Sani,1113052507
RENT-OFFI-641,Available,Rent,2025-03-18,Dasgupta Park,Beverly Park,Mira Bhayandar,401101,Office Space,,0,1160,Carpet,2,2,Semi-Furnished,West,2,5,synthesize B2B methodologies,,114000.0,570000.0,0,0,1,Advik Kohli,9048833597
SALE-OFFI-642,Available,Sale,2024-04-02,Tank Greens,Jesal Park,Mira Bhayandar,401101,Office Space,,0,1840,Built-up,5,2,Fully Furnished,North,2,15,whiteboard cross-platform communities,32100000.0,,,0,1,2,Anika Kulkarni,918958821968
SALE-BUNG-643,Available,Sale,2025-01-26,Jaggi Plaza,Naya Nagar,Mira Bhayandar,401105,Bungalow,3.0,4,2045,Built-up,0,2,Unfurnished,West,1,13,reinvent granular infrastructures,37300000.0,,,0,1,2,Sathvik Apte,917684738125
RENT-OFFI-644,Available,Rent,2024-04-21,Padmanabhan Towers,Shanti Nagar,Mira Bhayandar,401101,Office Space,,1,697,Carpet,12,2,Unfurnished,South-West,1,5,e-enable leading-edge eyeballs,,160000.0,320000.0,0,1,2,Utkarsh Sant,912237082742
RENT-OFFI-645,Available,Rent,2024-02-06,Basu Enclave,Golden Nest,Mira Bhayandar,401105,Office Space,,0,243,Carpet,12,2,Semi-Furnished,North,2,25,extend frictionless communities,,166000.0,332000.0,0,0,1,Vedant Modi,918640216898
SALE-OFFI-646,Available,Sale,2024-08-17,Uppal Heights,Mira Road East,Mira Bhayandar,401105,Office Space,,1,1347,Carpet,17,2,Semi-Furnished,West,0,17,repurpose front-end technologies,15900000.0,,,0,1,1,Abeer Shetty,558975309
RENT-APAR-647,Available,Rent,2024-08-16,Dugar Greens,Golden Nest,Mira Bhayandar,401107,Apartment,4.0,5,1112,Built-up,12,22,Unfurnished,South,1,11,mesh seamless convergence,,47000.0,141000.0,4607,0,2,Vasatika Das,5331811352
RENT-SHOP-648,Available,Rent,2024-03-26,Swamy Towers,Shivar Garden,Mira Bhayandar,401107,Shop,,0,725,Built-up,3,2,Unfurnished,South-West,2,8,engineer real-time systems,,158000.0,316000.0,0,1,2,Falak Prakash,4618050381
SALE-OFFI-649,Available,Sale,2025-07-09,Bail Heights,Bhayandar West,Mira Bhayandar,401107,Office Space,,1,1095,Carpet,3,2,Unfurnished,South,0,10,deliver 24/365 partnerships,16700000.0,,,0,1,2,Tristan Saraf,3980236015
SALE-OFFI-650,Available,Sale,2024-08-04,Modi Complex,Bhayandar East,Mira Bhayandar,401107,Office Space,,0,211,Built-up,1,2,Semi-Furnished,North,2,24,visualize back-end networks,28700000.0,,,0,0,1,Pavani Rana,4060410293
RENT-OFFI-651,Available,Rent,2023-11-29,Balakrishnan Enclave,Mira Road East,Mira Bhayandar,401101,Office Space,,0,2363,Built-up,5,2,Unfurnished,South,1,14,disintermediate cutting-edge info-mediaries,,103000.0,206000.0,0,0,1,Vasudha Tak,913207596061
SALE-BUNG-652,Available,Sale,2024-11-30,Dyal Plaza,Shivar Garden,Mira Bhayandar,401107,Bungalow,4.0,5,3408,Built-up,0,2,Semi-Furnished,South,2,25,visualize leading-edge content,32200000.0,,,0,1,2,Agastya Talwar,4067746081
RENT-OFFI-653,Available,Rent,2023-10-14,Nagar Greens,Kanakia,Mira Bhayandar,401105,Office Space,,0,1474,Carpet,15,2,Semi-Furnished,West,2,12,integrate ubiquitous partnerships,,135000.0,540000.0,0,1,1,Unnati Gopal,5179144360
SALE-BUNG-654,Available,Sale,2024-07-17,Bath Park,Mira Road East,Mira Bhayandar,401101,Bungalow,5.0,6,3445,Built-up,0,2,Fully Furnished,West,1,15,mesh front-end functionalities,47500000.0,,,0,0,1,Sachi Ramanathan,917604379369
SALE-BUNG-655,Available,Sale,2024-03-10,Sabharwal Enclave,Jesal Park,Mira Bhayandar,401107,Bungalow,3.0,4,2917,Built-up,0,2,Fully Furnished,North-East,2,3,target B2B e-tailers,33600000.0,,,0,0,2,Aditya Handa,6478149971
RENT-SHOP-656,Available,Rent,2024-09-08,Dhawan Residency,Bhayandar East,Mira Bhayandar,401101,Shop,,0,2094,Carpet,23,2,Unfurnished,South-West,0,9,benchmark cutting-edge models,,56000.0,112000.0,0,0,1,Darpan Babu,2592781322
SALE-BUNG-657,Available,Sale,2025-05-20,Savant Heights,Golden Nest,Mira Bhayandar,401107,Bungalow,3.0,5,2298,Carpet,0,2,Fully Furnished,South-West,0,11,target strategic infrastructures,28500000.0,,,0,1,2,Falan Agarwal,32910785
SALE-APAR-658,Available,Sale,2024-11-11,Dara Greens,Kanakia,Mira Bhayandar,401107,Apartment,3.0,3,1968,Carpet,17,27,Fully Furnished,North,0,2,deploy best-of-breed communities,21000000.0,,,6007,1,1,Ucchal Thaker,916292564006
RENT-SHOP-659,Available,Rent,2024-03-15,Sant Complex,Bhayandar East,Mira Bhayandar,401107,Shop,,0,549,Built-up,16,2,Unfurnished,North,1,11,aggregate impactful infrastructures,,119000.0,476000.0,0,1,2,Panini Ravi,2706151183
RENT-SHOP-660,Available,Rent,2024-01-11,Virk Apartments,Jesal Park,Mira Bhayandar,401107,Shop,,0,1797,Built-up,11,2,Unfurnished,North,2,22,whiteboard wireless eyeballs,,194000.0,776000.0,0,0,2,Hemang Saran,1766589768
SALE-BUNG-661,Available,Sale,2023-11-25,Arya Plaza,Beverly Park,Mira Bhayandar,401101,Bungalow,4.0,5,3360,Built-up,0,2,Unfurnished,North-East,1,23,scale holistic synergies,44200000.0,,,0,0,1,Faraj Sen,916867672352
SALE-SHOP-662,Available,Sale,2024-12-27,Kurian Enclave,Shivar Garden,Mira Bhayandar,401105,Shop,,0,1598,Built-up,24,2,Unfurnished,North-East,1,25,extend collaborative architectures,22800000.0,,,0,0,2,Pallavi Mohan,913909509378
RENT-SHOP-663,Available,Rent,2024-05-06,Palla Park,Golden Nest,Mira Bhayandar,401107,Shop,,1,1980,Carpet,0,2,Unfurnished,East,0,11,re-intermediate frictionless niches,,150000.0,300000.0,0,0,1,Shaurya Buch,919275157096
RENT-OFFI-664,Available,Rent,2024-03-17,Brahmbhatt Plaza,Bhayandar West,Mira Bhayandar,401101,Office Space,,1,2142,Carpet,7,2,Unfurnished,West,1,15,target virtual experiences,,117000.0,351000.0,0,1,1,Hardik Badami,7986210940
SALE-BUNG-665,Available,Sale,2024-09-17,Patel Enclave,Naya Nagar,Mira Bhayandar,401105,Bungalow,5.0,6,1881,Carpet,0,2,Unfurnished,South,2,16,embrace granular paradigms,39700000.0,,,0,0,2,Gavin Badami,911982808901
RENT-APAR-666,Available,Rent,2024-08-14,Manda Towers,Bhayandar West,Mira Bhayandar,401101,Apartment,3.0,3,1256,Built-up,16,22,Unfurnished,West,0,16,unleash extensible mindshare,,56000.0,280000.0,3226,0,2,Zayyan Tata,6378493273
SALE-OFFI-667,Available,Sale,2024-03-02,Gopal Plaza,Beverly Park,Mira Bhayandar,401107,Office Space,,0,2266,Carpet,21,2,Unfurnished,East,1,7,exploit granular mindshare,19500000.0,,,0,1,1,Agastya Khurana,7448053056
RENT-OFFI-668,Available,Rent,2025-02-26,Karnik Gardens,Bhayandar West,Mira Bhayandar,401101,Office Space,,1,2234,Carpet,10,2,Semi-Furnished,West,1,4,incubate seamless paradigms,,95000.0,190000.0,0,1,2,Devansh Sankaran,914692476901
SALE-APAR-669,Available,Sale,2023-10-08,Patla Residency,Shivar Garden,Mira Bhayandar,401107,Apartment,4.0,4,1498,Built-up,6,16,Unfurnished,South,0,13,benchmark proactive architectures,18700000.0,,,6104,1,2,Bhavika Basu,916521270328
SALE-APAR-670,Available,Sale,2023-11-07,Merchant Greens,Bhayandar West,Mira Bhayandar,401107,Apartment,4.0,5,1814,Built-up,5,10,Unfurnished,East,0,11,transform robust relationships,26300000.0,,,5515,0,1,Kamya Dutt,911509560313
SALE-SHOP-671,Available,Sale,2023-08-09,Ghose Towers,Bhayandar East,Mira Bhayandar,401107,Shop,,1,847,Carpet,24,2,Unfurnished,South-West,2,4,brand bleeding-edge models,39600000.0,,,0,1,1,Abhimanyu Acharya,918043330151
RENT-OFFI-672,Available,Rent,2025-06-27,Shetty Enclave,Shivar Garden,Mira Bhayandar,401105,Office Space,,1,1331,Built-up,11,2,Fully Furnished,South-West,2,3,expedite frictionless technologies,,51000.0,255000.0,0,1,1,Pooja Date,919146403121
SALE-APAR-673,Available,Sale,2023-11-24,Vohra Apartments,Kanakia,Mira Bhayandar,401107,Apartment,4.0,5,1190,Built-up,8,12,Unfurnished,South-West,0,11,enhance killer solutions,15000000.0,,,5255,0,2,Oliver Gupta,85008822
RENT-OFFI-674,Available,Rent,2025-02-14,Sabharwal Enclave,Kanakia,Mira Bhayandar,401101,Office Space,,1,577,Carpet,1,2,Fully Furnished,East,1,11,revolutionize sticky e-tailers,,77000.0,231000.0,0,0,1,Idika Pandey,7031352448
RENT-OFFI-675,Available,Rent,2024-04-14,Grover Towers,Golden Nest,Mira Bhayandar,401107,Office Space,,1,1272,Carpet,9,2,Semi-Furnished,West,0,16,morph B2B vortals,,93000.0,372000.0,0,1,1,Zaid Mody,3928964753
SALE-OFFI-676,Available,Sale,2025-06-02,Palla Enclave,Shivar Garden,Mira Bhayandar,401105,Office Space,,0,1822,Carpet,22,2,Fully Furnished,North,0,19,deploy 24/365 schemas,16000000.0,,,0,0,1,Dayamai Sengupta,918614991922
SALE-BUNG-677,Available,Sale,2023-08-22,Dalal Complex,Kanakia,Mira Bhayandar,401105,Bungalow,5.0,7,2907,Carpet,0,2,Semi-Furnished,South-West,2,15,reinvent cutting-edge networks,26000000.0,,,0,0,2,Eshana Parekh,5960470220
SALE-BUNG-678,Available,Sale,2024-05-04,Keer Park,Bhayandar East,Mira Bhayandar,401107,Bungalow,4.0,6,2815,Carpet,0,2,Semi-Furnished,North-East,1,25,optimize compelling web-readiness,38000000.0,,,0,1,1,Harini Chowdhury,919907817651
RENT-APAR-679,Available,Rent,2023-10-02,Chakrabarti Park,Bhayandar West,Mira Bhayandar,401107,Apartment,4.0,4,1923,Built-up,12,18,Semi-Furnished,East,2,23,grow innovative web services,,66000.0,264000.0,5521,0,1,Jackson Pandey,912255198300
