property_id,listing_status,listing_type,listing_date,closing_date,building___society,area___locality,city,pincode,property_type,bedrooms__bhk,area__sq__ft,asking_price__â_¹,monthly_rent__â_¹,final_price__â_¹,owner_name
RENT-APAR-2299,Rented,Rent,2022-07-10,2022-10-01,Suresh Park,Bhayandar East,Mira Bhayandar,401101,Apartment,2.0,982,,25000.0,25000.0,Eiravati Hari
SALE-SHOP-2300,Sold,Sale,2023-04-24,2023-05-18,Sharma Complex,Kanakia,Mira Bhayandar,401107,Shop,,1714,25700000.0,,24623557.0,Ronith Morar
SALE-SHOP-2301,Sold,Sale,2024-10-23,2024-12-26,Bora Park,Mira Road East,Mira Bhayandar,401101,Shop,,2140,9000000.0,,8944102.0,Dominic Palan
SALE-OFFI-2302,Sold,Sale,2023-11-11,2023-12-29,Saxena Towers,Beverly Park,Mira Bhayandar,401101,Office Space,,2412,11900000.0,,11415970.0,Brinda Solanki
SALE-APAR-2303,Sold,Sale,2021-05-12,2021-06-19,Garde Heights,Golden Nest,Mira Bhayandar,401105,Apartment,2.0,951,13800000.0,,13594990.0,Aarav Manne
RENT-OFFI-2304,Rented,Rent,2024-02-08,2024-04-08,Shetty Towers,Golden Nest,Mira Bhayandar,401105,Office Space,,2105,,90000.0,90000.0,Elijah Hari
SALE-SHOP-2305,Sold,Sale,2023-12-27,2024-03-17,Majumdar Towers,Mira Road East,Mira Bhayandar,401107,Shop,,824,31700000.0,,30727616.0,Keya Buch
SALE-OFFI-2306,Sold,Sale,2025-02-10,2025-03-26,Chand Heights,Kanakia,Mira Bhayandar,401101,Office Space,,2254,35800000.0,,35395790.0,Zashil Subramanian
RENT-SHOP-2307,Rented,Rent,2023-05-04,2023-06-04,Soman Towers,Beverly Park,Mira Bhayandar,401105,Shop,,210,,117000.0,117000.0,Urvashi Sinha
RENT-OFFI-2308,Rented,Rent,2023-02-05,2023-03-19,Malhotra Towers,Mira Road East,Mira Bhayandar,401105,Office Space,,1068,,167000.0,167000.0,Laban Chandra
RENT-SHOP-2309,Rented,Rent,2021-02-08,2021-03-04,Bhavsar Towers,Golden Nest,Mira Bhayandar,401105,Shop,,2004,,161000.0,161000.0,Naksh Lal
SALE-OFFI-2310,Sold,Sale,2024-12-23,2025-03-04,Minhas Heights,Shanti Nagar,Mira Bhayandar,401101,Office Space,,737,27800000.0,,26982120.0,Bhanumati Sundaram
RENT-OFFI-2311,Rented,Rent,2022-02-23,2022-04-27,Vora Towers,Shanti Nagar,Mira Bhayandar,401105,Office Space,,2121,,177000.0,177000.0,Yashodhara Kalla
SALE-OFFI-2312,Sold,Sale,2025-04-27,2025-05-21,Bandi Park,Bhayandar East,Mira Bhayandar,401101,Office Space,,864,9500000.0,,9204466.0,Anjali De
SALE-OFFI-2313,Sold,Sale,2022-01-25,2022-02-19,Joshi Towers,Shanti Nagar,Mira Bhayandar,401107,Office Space,,275,26800000.0,,26400048.0,Saanvi Khurana
RENT-OFFI-2314,Rented,Rent,2023-03-11,2023-04-02,Ganguly Heights,Mira Road East,Mira Bhayandar,401107,Office Space,,572,,134000.0,134000.0,Sneha Goel
RENT-OFFI-2315,Rented,Rent,2021-05-10,2021-08-02,Hari Park,Beverly Park,Mira Bhayandar,401101,Office Space,,381,,88000.0,88000.0,Aryan Rau
SALE-APAR-2316,Sold,Sale,2023-04-26,2023-05-31,Kunda Park,Shanti Nagar,Mira Bhayandar,401101,Apartment,1.0,412,6600000.0,,6345093.0,Manan Sarma
SALE-APAR-2317,Sold,Sale,2021-10-18,2021-11-11,Chaudhuri Park,Mira Road East,Mira Bhayandar,401107,Apartment,2.0,651,12800000.0,,12661096.0,Yashica Dubey
SALE-SHOP-2318,Sold,Sale,2022-01-24,2022-04-07,Mani Complex,Kanakia,Mira Bhayandar,401101,Shop,,2447,23600000.0,,23182379.0,Ojas Khalsa
SALE-SHOP-2319,Sold,Sale,2023-08-23,2023-11-10,Solanki Complex,Shanti Nagar,Mira Bhayandar,401105,Shop,,600,21300000.0,,20644541.0,Jonathan Mann
RENT-APAR-2320,Rented,Rent,2021-02-15,2021-05-05,Palla Towers,Kanakia,Mira Bhayandar,401101,Apartment,1.0,417,,17000.0,17000.0,Balhaar Garde
SALE-SHOP-2321,Sold,Sale,2023-06-29,2023-09-23,Bhakta Park,Mira Road East,Mira Bhayandar,401105,Shop,,862,19000000.0,,18539597.0,Benjamin Sachdeva
RENT-OFFI-2322,Rented,Rent,2023-06-12,2023-09-04,Sunder Residency,Shanti Nagar,Mira Bhayandar,401101,Office Space,,2198,,140000.0,140000.0,Aayush Loke
RENT-APAR-2323,Rented,Rent,2024-12-19,2025-01-25,Basu Residency,Bhayandar West,Mira Bhayandar,401101,Apartment,2.0,809,,39000.0,39000.0,Janaki Bhandari
RENT-OFFI-2324,Rented,Rent,2020-12-27,2021-02-19,Chatterjee Park,Bhayandar East,Mira Bhayandar,401107,Office Space,,1634,,61000.0,61000.0,Jalsa Chandra
RENT-SHOP-2325,Rented,Rent,2024-01-07,2024-03-13,Mutti Plaza,Beverly Park,Mira Bhayandar,401107,Shop,,2389,,185000.0,185000.0,Ganga Parekh
SALE-SHOP-2326,Sold,Sale,2020-11-09,2021-01-01,Ramachandran Complex,Shanti Nagar,Mira Bhayandar,401105,Shop,,1692,36400000.0,,35522119.0,Ranbir Bakshi
RENT-APAR-2327,Rented,Rent,2021-08-21,2021-11-14,Bhargava Park,Beverly Park,Mira Bhayandar,401105,Apartment,2.0,1018,,37000.0,37000.0,Ikbal Iyer
RENT-SHOP-2328,Rented,Rent,2023-08-29,2023-11-26,Saxena Complex,Shanti Nagar,Mira Bhayandar,401105,Shop,,1371,,78000.0,78000.0,Ekaja Sathe
RENT-SHOP-2329,Rented,Rent,2022-03-03,2022-04-03,Dara Complex,Golden Nest,Mira Bhayandar,401101,Shop,,1689,,120000.0,120000.0,Champak Chaudhry
RENT-OFFI-2330,Rented,Rent,2021-01-17,2021-03-01,Dalal Towers,Bhayandar West,Mira Bhayandar,401105,Office Space,,1648,,56000.0,56000.0,Mohini Chaudhuri
RENT-APAR-2331,Rented,Rent,2023-12-28,2024-02-18,Muni Plaza,Shanti Nagar,Mira Bhayandar,401105,Apartment,1.0,558,,22000.0,22000.0,Nitesh Prabhakar
SALE-OFFI-2332,Sold,Sale,2025-06-17,2025-09-14,Naidu Complex,Golden Nest,Mira Bhayandar,401107,Office Space,,1094,17800000.0,,17735950.0,Bhanumati Radhakrishnan
RENT-OFFI-2333,Rented,Rent,2023-05-20,2023-07-30,Gara Residency,Shanti Nagar,Mira Bhayandar,401105,Office Space,,601,,92000.0,92000.0,Neha Dhar
RENT-APAR-2334,Rented,Rent,2023-06-27,2023-09-01,Singh Towers,Mira Road East,Mira Bhayandar,401101,Apartment,2.0,1062,,25000.0,25000.0,Neha Bala
SALE-APAR-2335,Sold,Sale,2022-02-27,2022-05-12,Deo Complex,Shanti Nagar,Mira Bhayandar,401101,Apartment,3.0,1128,18100000.0,,17897880.0,Januja Mukherjee
SALE-OFFI-2336,Sold,Sale,2021-05-10,2021-07-13,Bumb Residency,Golden Nest,Mira Bhayandar,401105,Office Space,,1248,12500000.0,,12461010.0,Bhavini Wason
SALE-OFFI-2337,Sold,Sale,2022-11-25,2023-02-12,Dube Park,Bhayandar West,Mira Bhayandar,401107,Office Space,,1415,20100000.0,,19305980.0,Ojasvi Sen
RENT-OFFI-2338,Rented,Rent,2024-11-05,2024-11-30,Nagarajan Plaza,Mira Road East,Mira Bhayandar,401105,Office Space,,1697,,130000.0,130000.0,Mugdha Arora
RENT-APAR-2339,Rented,Rent,2024-08-25,2024-10-29,Ahuja Complex,Golden Nest,Mira Bhayandar,401107,Apartment,1.0,589,,15000.0,15000.0,Ekbal Lata
RENT-OFFI-2340,Rented,Rent,2022-05-09,2022-06-29,Nagarajan Heights,Bhayandar East,Mira Bhayandar,401101,Office Space,,1316,,190000.0,190000.0,Neha Bumb
RENT-OFFI-2341,Rented,Rent,2024-03-07,2024-05-22,Pradhan Towers,Kanakia,Mira Bhayandar,401105,Office Space,,817,,153000.0,153000.0,Kalpit Kanda
SALE-APAR-2342,Sold,Sale,2022-03-14,2022-05-29,Gour Park,Mira Road East,Mira Bhayandar,401107,Apartment,3.0,1296,19300000.0,,18464816.0,Kai Vala
RENT-SHOP-2343,Rented,Rent,2025-01-17,2025-03-31,Narang Residency,Bhayandar East,Mira Bhayandar,401107,Shop,,2460,,133000.0,133000.0,Vrishti Chhabra
RENT-OFFI-2344,Rented,Rent,2021-07-12,2021-08-24,Bhattacharyya Plaza,Shanti Nagar,Mira Bhayandar,401101,Office Space,,1674,,149000.0,149000.0,Eta Naidu
RENT-SHOP-2345,Rented,Rent,2021-10-04,2022-01-02,Ramesh Residency,Kanakia,Mira Bhayandar,401105,Shop,,1104,,138000.0,138000.0,George Wali
SALE-APAR-2346,Sold,Sale,2021-09-18,2021-11-20,Badal Towers,Mira Road East,Mira Bhayandar,401101,Apartment,3.0,1771,24700000.0,,24564302.0,Kiaan Majumdar
RENT-APAR-2347,Rented,Rent,2023-12-01,2024-02-05,Comar Complex,Bhayandar East,Mira Bhayandar,401105,Apartment,3.0,1377,,42000.0,42000.0,Rohan Basu
SALE-OFFI-2348,Sold,Sale,2021-10-20,2021-11-11,Gopal Complex,Mira Road East,Mira Bhayandar,401105,Office Space,,810,33400000.0,,32270902.0,Aarush Vora
RENT-SHOP-2349,Rented,Rent,2021-08-23,2021-09-25,Sethi Heights,Golden Nest,Mira Bhayandar,401101,Shop,,820,,158000.0,158000.0,Urishilla Dube
RENT-APAR-2350,Rented,Rent,2021-05-11,2021-06-05,Narayan Complex,Beverly Park,Mira Bhayandar,401107,Apartment,1.0,622,,15000.0,15000.0,Caleb Warrior
RENT-SHOP-2351,Rented,Rent,2021-03-31,2021-05-14,Hari Plaza,Shanti Nagar,Mira Bhayandar,401101,Shop,,2293,,100000.0,100000.0,Dalaja Reddy
SALE-SHOP-2352,Sold,Sale,2022-05-05,2022-07-05,Singh Plaza,Bhayandar East,Mira Bhayandar,401105,Shop,,883,12800000.0,,12423303.0,Samesh Handa
SALE-APAR-2353,Sold,Sale,2021-12-19,2022-03-04,Balan Residency,Bhayandar West,Mira Bhayandar,401107,Apartment,2.0,881,11600000.0,,11187402.0,Advika Buch
RENT-OFFI-2354,Rented,Rent,2021-05-16,2021-08-06,Mani Plaza,Kanakia,Mira Bhayandar,401107,Office Space,,538,,191000.0,191000.0,Mohammed Bajwa
SALE-OFFI-2355,Sold,Sale,2024-01-30,2024-04-29,Shanker Heights,Beverly Park,Mira Bhayandar,401107,Office Space,,2106,8800000.0,,8692278.0,Praneel Bahri
SALE-OFFI-2356,Sold,Sale,2022-11-16,2022-12-09,Rajagopal Park,Kanakia,Mira Bhayandar,401105,Office Space,,1067,29600000.0,,28999407.0,Geetika Sule
RENT-APAR-2357,Rented,Rent,2025-07-02,2025-09-17,Pau Residency,Mira Road East,Mira Bhayandar,401101,Apartment,3.0,1316,,60000.0,60000.0,Luke Thaman
RENT-SHOP-2358,Rented,Rent,2025-07-22,2025-10-10,Pandya Heights,Golden Nest,Mira Bhayandar,401101,Shop,,409,,93000.0,93000.0,Charita Buch
SALE-APAR-2359,Sold,Sale,2025-02-17,2025-03-29,Zachariah Heights,Kanakia,Mira Bhayandar,401101,Apartment,2.0,1092,13800000.0,,13619716.0,Inaya Mane
SALE-SHOP-2360,Sold,Sale,2022-12-11,2023-01-31,Varghese Towers,Bhayandar West,Mira Bhayandar,401105,Shop,,1283,14300000.0,,14064162.0,Chakrika Prasad
RENT-OFFI-2361,Rented,Rent,2020-12-27,2021-03-14,Madan Park,Beverly Park,Mira Bhayandar,401105,Office Space,,2138,,192000.0,192000.0,Alexander Ganesan
RENT-OFFI-2362,Rented,Rent,2025-02-24,2025-03-18,Yogi Heights,Bhayandar East,Mira Bhayandar,401107,Office Space,,1677,,160000.0,160000.0,Qabil Prashad
SALE-SHOP-2363,Sold,Sale,2021-09-07,2021-10-15,Ranganathan Park,Shanti Nagar,Mira Bhayandar,401107,Shop,,1309,7200000.0,,6872911.0,Vincent Pau
RENT-APAR-2364,Rented,Rent,2022-05-24,2022-08-22,Padmanabhan Complex,Golden Nest,Mira Bhayandar,401105,Apartment,2.0,674,,32000.0,32000.0,Ekansh Pathak
RENT-APAR-2365,Rented,Rent,2022-01-02,2022-03-16,Pal Complex,Golden Nest,Mira Bhayandar,401101,Apartment,1.0,426,,24000.0,24000.0,Qabil Bora
RENT-SHOP-2366,Rented,Rent,2024-07-21,2024-08-15,Sane Towers,Kanakia,Mira Bhayandar,401107,Shop,,502,,179000.0,179000.0,Hemal Som
RENT-APAR-2367,Rented,Rent,2020-09-06,2020-10-25,Bali Complex,Beverly Park,Mira Bhayandar,401105,Apartment,3.0,1585,,44000.0,44000.0,Yadavi Tak
RENT-OFFI-2368,Rented,Rent,2021-12-09,2022-02-21,Gour Plaza,Mira Road East,Mira Bhayandar,401105,Office Space,,233,,130000.0,130000.0,Wakeeta Shan
SALE-OFFI-2369,Sold,Sale,2024-01-30,2024-04-03,Roy Heights,Beverly Park,Mira Bhayandar,401105,Office Space,,205,27600000.0,,26949760.0,Aashi Dasgupta
RENT-APAR-2370,Rented,Rent,2023-01-25,2023-03-13,Agarwal Complex,Mira Road East,Mira Bhayandar,401107,Apartment,2.0,1077,,36000.0,36000.0,Victor Mammen
SALE-SHOP-2371,Sold,Sale,2023-07-15,2023-08-13,Swaminathan Heights,Shanti Nagar,Mira Bhayandar,401107,Shop,,758,9700000.0,,9480276.0,Adweta Mohanty
SALE-OFFI-2372,Sold,Sale,2021-03-08,2021-04-06,Apte Residency,Golden Nest,Mira Bhayandar,401105,Office Space,,1319,33400000.0,,33030254.0,Amrita Narula
SALE-SHOP-2373,Sold,Sale,2021-12-12,2022-01-30,Nori Residency,Bhayandar East,Mira Bhayandar,401101,Shop,,2380,21800000.0,,21516658.0,Chanakya Madan
SALE-OFFI-2374,Sold,Sale,2022-10-29,2022-11-25,Krishnan Residency,Bhayandar West,Mira Bhayandar,401107,Office Space,,1565,32000000.0,,31236225.0,Fiyaz Gola
RENT-APAR-2375,Rented,Rent,2022-11-15,2023-01-10,Kashyap Heights,Golden Nest,Mira Bhayandar,401107,Apartment,1.0,420,,15000.0,15000.0,Jagvi Dutta
RENT-OFFI-2376,Rented,Rent,2025-05-03,2025-06-22,Dhillon Complex,Bhayandar East,Mira Bhayandar,401107,Office Space,,1213,,166000.0,166000.0,Chakradev Sarkar
SALE-SHOP-2377,Sold,Sale,2020-11-06,2021-01-04,Bir Park,Bhayandar West,Mira Bhayandar,401101,Shop,,2021,28900000.0,,28263252.0,Anmol Choudhary
SALE-APAR-2378,Sold,Sale,2020-11-09,2021-01-20,Wable Complex,Bhayandar West,Mira Bhayandar,401107,Apartment,3.0,1312,21400000.0,,20621499.0,Alka Dar
SALE-OFFI-2379,Sold,Sale,2022-08-29,2022-11-24,Vala Heights,Bhayandar West,Mira Bhayandar,401105,Office Space,,798,34800000.0,,34767880.0,Lakshit Borde
RENT-SHOP-2380,Rented,Rent,2024-04-29,2024-06-29,Sama Residency,Kanakia,Mira Bhayandar,401105,Shop,,245,,59000.0,59000.0,Nilima Patla
RENT-SHOP-2381,Rented,Rent,2023-04-21,2023-07-01,Andra Park,Kanakia,Mira Bhayandar,401107,Shop,,557,,119000.0,119000.0,Sai Chaudhari
RENT-APAR-2382,Rented,Rent,2024-11-02,2024-12-30,Baria Complex,Golden Nest,Mira Bhayandar,401105,Apartment,2.0,811,,35000.0,35000.0,Theodore Ramachandran
SALE-OFFI-2383,Sold,Sale,2022-01-18,2022-03-31,Mukhopadhyay Residency,Kanakia,Mira Bhayandar,401107,Office Space,,806,18900000.0,,18560374.0,Hiral Dani
RENT-APAR-2384,Rented,Rent,2021-01-06,2021-02-09,Chauhan Residency,Beverly Park,Mira Bhayandar,401101,Apartment,2.0,938,,38000.0,38000.0,Jack Rana
SALE-APAR-2385,Sold,Sale,2025-07-09,2025-08-16,Nagi Towers,Bhayandar East,Mira Bhayandar,401105,Apartment,2.0,900,12600000.0,,12033209.0,Ekbal Chakrabarti
SALE-APAR-2386,Sold,Sale,2025-01-09,2025-03-03,Ghose Park,Bhayandar East,Mira Bhayandar,401101,Apartment,3.0,1125,24900000.0,,24834511.0,David Bora
SALE-APAR-2387,Sold,Sale,2024-04-07,2024-06-19,Ranganathan Residency,Shanti Nagar,Mira Bhayandar,401101,Apartment,2.0,721,9400000.0,,9066666.0,Oeshi Sami
SALE-APAR-2388,Sold,Sale,2023-03-10,2023-05-08,Panchal Heights,Bhayandar East,Mira Bhayandar,401101,Apartment,3.0,1473,22600000.0,,22463711.0,Abdul Mammen
SALE-SHOP-2389,Sold,Sale,2024-03-07,2024-05-21,Peri Towers,Beverly Park,Mira Bhayandar,401107,Shop,,1275,24100000.0,,23507626.0,Nachiket Kulkarni
RENT-SHOP-2390,Rented,Rent,2021-11-28,2022-02-08,Krishnamurthy Residency,Kanakia,Mira Bhayandar,401105,Shop,,2076,,148000.0,148000.0,Jalsa Kurian
SALE-OFFI-2391,Sold,Sale,2023-08-18,2023-09-14,Batra Towers,Shanti Nagar,Mira Bhayandar,401107,Office Space,,784,32000000.0,,31016640.0,Vamakshi Choudhry
RENT-APAR-2392,Rented,Rent,2024-01-15,2024-04-06,Bath Towers,Bhayandar East,Mira Bhayandar,401101,Apartment,3.0,1642,,45000.0,45000.0,Anjali Narain
RENT-SHOP-2393,Rented,Rent,2022-03-04,2022-05-26,Prakash Plaza,Shanti Nagar,Mira Bhayandar,401107,Shop,,2306,,133000.0,133000.0,Rohan Kaur
SALE-APAR-2394,Sold,Sale,2023-10-20,2023-12-07,Halder Towers,Golden Nest,Mira Bhayandar,401107,Apartment,2.0,952,10400000.0,,10044277.0,Anamika Dhar
SALE-SHOP-2395,Sold,Sale,2024-03-05,2024-05-01,Toor Complex,Golden Nest,Mira Bhayandar,401105,Shop,,636,34000000.0,,33606611.0,Ridhi Singh
RENT-OFFI-2396,Rented,Rent,2025-07-05,2025-07-30,Sankaran Heights,Bhayandar West,Mira Bhayandar,401105,Office Space,,2352,,198000.0,198000.0,Yug Nayak
RENT-OFFI-2397,Rented,Rent,2021-11-09,2022-02-02,Pingle Heights,Bhayandar West,Mira Bhayandar,401105,Office Space,,1574,,104000.0,104000.0,Garima Bhardwaj
RENT-APAR-2398,Rented,Rent,2022-07-26,2022-10-10,Madan Complex,Golden Nest,Mira Bhayandar,401105,Apartment,2.0,759,,26000.0,26000.0,Janaki Ganesan
RENT-APAR-2399,Rented,Rent,2023-03-03,2023-04-18,Mukherjee Plaza,Bhayandar East,Mira Bhayandar,401105,Apartment,3.0,1569,,52000.0,52000.0,Om Rana
RENT-OFFI-2400,Rented,Rent,2023-01-31,2023-03-22,Bath Residency,Golden Nest,Mira Bhayandar,401105,Office Space,,1363,,118000.0,118000.0,Nidhi Shah
SALE-SHOP-2401,Sold,Sale,2022-03-09,2022-04-14,Varughese Plaza,Shanti Nagar,Mira Bhayandar,401101,Shop,,1621,32900000.0,,32322771.0,Bina Menon
SALE-APAR-2402,Sold,Sale,2025-06-08,2025-09-04,Thakkar Complex,Golden Nest,Mira Bhayandar,401101,Apartment,3.0,1169,21900000.0,,21717459.0,Advaith Hayre
RENT-SHOP-2403,Rented,Rent,2023-05-15,2023-06-23,Atwal Heights,Shanti Nagar,Mira Bhayandar,401107,Shop,,2162,,80000.0,80000.0,Zaitra Bal
RENT-OFFI-2404,Rented,Rent,2020-11-21,2021-01-02,Dora Park,Beverly Park,Mira Bhayandar,401107,Office Space,,507,,105000.0,105000.0,Nitesh Pall
SALE-OFFI-2405,Sold,Sale,2022-07-10,2022-08-14,Kothari Plaza,Kanakia,Mira Bhayandar,401107,Office Space,,1082,28000000.0,,26968419.0,Shivani Kibe
SALE-SHOP-2406,Sold,Sale,2024-09-25,2024-11-01,Kothari Complex,Shanti Nagar,Mira Bhayandar,401107,Shop,,1255,38500000.0,,37806975.0,Alexander Naik
SALE-OFFI-2407,Sold,Sale,2023-09-26,2023-12-24,Pandya Heights,Bhayandar West,Mira Bhayandar,401107,Office Space,,2426,39100000.0,,37253508.0,Utkarsh Natarajan
RENT-SHOP-2408,Rented,Rent,2022-07-13,2022-10-05,Tandon Park,Beverly Park,Mira Bhayandar,401107,Shop,,2415,,170000.0,170000.0,Ira Kaul
SALE-SHOP-2409,Sold,Sale,2023-12-26,2024-02-15,Chatterjee Towers,Golden Nest,Mira Bhayandar,401107,Shop,,686,39900000.0,,38415193.0,Onveer Apte
RENT-OFFI-2410,Rented,Rent,2024-05-20,2024-07-09,Brar Residency,Mira Road East,Mira Bhayandar,401101,Office Space,,828,,187000.0,187000.0,Abhimanyu Sanghvi
SALE-APAR-2411,Sold,Sale,2024-07-08,2024-08-24,Boase Residency,Mira Road East,Mira Bhayandar,401105,Apartment,2.0,999,12300000.0,,12060271.0,Rajata Ghosh
RENT-OFFI-2412,Rented,Rent,2022-01-18,2022-03-14,Kibe Residency,Bhayandar West,Mira Bhayandar,401105,Office Space,,2489,,145000.0,145000.0,Rushil Viswanathan
RENT-SHOP-2413,Rented,Rent,2021-06-08,2021-09-04,Choudhry Complex,Bhayandar East,Mira Bhayandar,401105,Shop,,263,,128000.0,128000.0,Meera Oza
SALE-APAR-2414,Sold,Sale,2022-12-25,2023-02-16,Sekhon Plaza,Beverly Park,Mira Bhayandar,401105,Apartment,1.0,509,6200000.0,,6069221.0,Faraj Bose
SALE-APAR-2415,Sold,Sale,2020-08-07,2020-08-31,Keer Residency,Kanakia,Mira Bhayandar,401105,Apartment,3.0,1386,22200000.0,,22176980.0,Shivansh Maharaj
SALE-SHOP-2416,Sold,Sale,2020-11-19,2021-02-03,Chhabra Complex,Kanakia,Mira Bhayandar,401107,Shop,,1133,18800000.0,,18047237.0,Chandani Shah
RENT-OFFI-2417,Rented,Rent,2021-12-07,2022-01-07,Cheema Residency,Kanakia,Mira Bhayandar,401107,Office Space,,1374,,111000.0,111000.0,Avni Butala
RENT-SHOP-2418,Rented,Rent,2021-07-09,2021-08-01,Banik Residency,Bhayandar West,Mira Bhayandar,401107,Shop,,1620,,77000.0,77000.0,Indali Bajwa
SALE-APAR-2419,Sold,Sale,2023-05-10,2023-07-29,Sule Residency,Bhayandar East,Mira Bhayandar,401107,Apartment,3.0,1447,16500000.0,,16068993.0,Chandran Contractor
RENT-OFFI-2420,Rented,Rent,2025-03-20,2025-05-26,Kala Towers,Beverly Park,Mira Bhayandar,401101,Office Space,,2050,,160000.0,160000.0,Anjali Tara
RENT-SHOP-2421,Rented,Rent,2021-10-26,2022-01-23,Soni Residency,Golden Nest,Mira Bhayandar,401101,Shop,,1740,,112000.0,112000.0,Omaja Bhatia
SALE-SHOP-2422,Sold,Sale,2020-08-24,2020-10-31,Kaul Plaza,Kanakia,Mira Bhayandar,401107,Shop,,777,13600000.0,,12993069.0,Dhruv Sani
RENT-SHOP-2423,Rented,Rent,2023-08-24,2023-09-18,Balan Towers,Mira Road East,Mira Bhayandar,401101,Shop,,935,,96000.0,96000.0,Samaksh Doshi
RENT-APAR-2424,Rented,Rent,2024-08-08,2024-09-12,Reddy Plaza,Bhayandar West,Mira Bhayandar,401101,Apartment,3.0,1561,,57000.0,57000.0,Zaid Mandal
SALE-SHOP-2425,Sold,Sale,2021-09-03,2021-10-14,Tara Towers,Bhayandar East,Mira Bhayandar,401101,Shop,,1085,16100000.0,,15532987.0,Vamakshi Sahni
RENT-SHOP-2426,Rented,Rent,2024-10-02,2024-10-30,Tella Plaza,Golden Nest,Mira Bhayandar,401107,Shop,,615,,153000.0,153000.0,Yashoda Sengupta
SALE-SHOP-2427,Sold,Sale,2025-07-22,2025-09-21,Vohra Plaza,Kanakia,Mira Bhayandar,401101,Shop,,904,11300000.0,,11171914.0,Alka Sarkar
RENT-OFFI-2428,Rented,Rent,2023-03-06,2023-04-13,Sachdeva Complex,Mira Road East,Mira Bhayandar,401105,Office Space,,2199,,107000.0,107000.0,Hemani Srivastava
RENT-SHOP-2429,Rented,Rent,2020-09-16,2020-12-07,Ramesh Complex,Golden Nest,Mira Bhayandar,401101,Shop,,340,,92000.0,92000.0,Benjamin Sandal
SALE-APAR-2430,Sold,Sale,2022-03-07,2022-05-02,Parikh Plaza,Bhayandar East,Mira Bhayandar,401107,Apartment,1.0,643,7300000.0,,7155473.0,Gavin Parekh
RENT-SHOP-2431,Rented,Rent,2021-03-03,2021-04-29,Sen Park,Beverly Park,Mira Bhayandar,401105,Shop,,246,,149000.0,149000.0,Dalbir Suri
RENT-OFFI-2432,Rented,Rent,2024-03-04,2024-04-05,Zachariah Residency,Shanti Nagar,Mira Bhayandar,401105,Office Space,,1121,,181000.0,181000.0,Rudra Sarkar
RENT-OFFI-2433,Rented,Rent,2024-06-09,2024-08-30,Rai Park,Bhayandar West,Mira Bhayandar,401101,Office Space,,1225,,98000.0,98000.0,Caleb Gulati
RENT-APAR-2434,Rented,Rent,2021-08-01,2021-10-26,Memon Residency,Bhayandar East,Mira Bhayandar,401105,Apartment,3.0,1127,,50000.0,50000.0,Shaurya Munshi
RENT-SHOP-2435,Rented,Rent,2021-05-21,2021-06-14,Dar Towers,Bhayandar West,Mira Bhayandar,401101,Shop,,1838,,57000.0,57000.0,Abha Bhardwaj
SALE-SHOP-2436,Sold,Sale,2021-04-11,2021-06-12,Deo Complex,Bhayandar West,Mira Bhayandar,401107,Shop,,597,9300000.0,,8925605.0,Suhani Mand
RENT-APAR-2437,Rented,Rent,2023-10-09,2023-11-11,Khare Towers,Bhayandar East,Mira Bhayandar,401107,Apartment,3.0,1583,,41000.0,41000.0,Janani Sheth
RENT-OFFI-2438,Rented,Rent,2021-04-12,2021-07-11,Loke Park,Golden Nest,Mira Bhayandar,401105,Office Space,,1310,,157000.0,157000.0,Leela Hayer
SALE-OFFI-2439,Sold,Sale,2024-03-02,2024-04-01,Dhar Complex,Golden Nest,Mira Bhayandar,401107,Office Space,,547,30800000.0,,30522035.0,Kavya Walia
RENT-SHOP-2440,Rented,Rent,2022-06-10,2022-08-21,Chad Complex,Mira Road East,Mira Bhayandar,401105,Shop,,1187,,52000.0,52000.0,Maanas Oak
SALE-OFFI-2441,Sold,Sale,2023-07-27,2023-10-24,Bose Heights,Kanakia,Mira Bhayandar,401107,Office Space,,1436,16000000.0,,15975470.0,Amruta De
RENT-APAR-2442,Rented,Rent,2022-08-15,2022-10-31,Nayar Residency,Golden Nest,Mira Bhayandar,401105,Apartment,1.0,598,,18000.0,18000.0,Jhalak Bhattacharyya
SALE-OFFI-2443,Sold,Sale,2025-06-04,2025-08-14,More Complex,Shanti Nagar,Mira Bhayandar,401101,Office Space,,1549,23700000.0,,23087258.0,Tanish Sood
SALE-OFFI-2444,Sold,Sale,2022-07-04,2022-08-13,Suresh Towers,Bhayandar West,Mira Bhayandar,401105,Office Space,,2250,16900000.0,,16404387.0,Rushil Sandal
RENT-SHOP-2445,Rented,Rent,2023-02-10,2023-04-03,Mandal Heights,Golden Nest,Mira Bhayandar,401107,Shop,,1343,,198000.0,198000.0,Ansh Doctor
RENT-SHOP-2446,Rented,Rent,2023-03-27,2023-05-29,Arya Heights,Bhayandar West,Mira Bhayandar,401101,Shop,,2062,,172000.0,172000.0,Anamika Prasad
RENT-SHOP-2447,Rented,Rent,2023-09-24,2023-10-20,Setty Plaza,Bhayandar East,Mira Bhayandar,401105,Shop,,426,,200000.0,200000.0,Falguni Kara
RENT-APAR-2448,Rented,Rent,2020-12-28,2021-02-04,Shukla Complex,Beverly Park,Mira Bhayandar,401101,Apartment,3.0,1361,,40000.0,40000.0,Ojas Salvi
