client_id,client_name,property_id,similarity_score,bhk_match,location_match,price_match,listing_type,furnishing_match
CL-1539,Vidhi Behl,SALE-APAR-1009,70.0,1.0,kanakia,5000000.0,Sale,Semi-Furnished
CL-1540,Upkaar Swaminathan,SALE-APAR-145,90.0,3.0,mira road east,22500000.0,Sale,Fully Furnished
CL-1540,Upkaar Swaminathan,SALE-APAR-425,90.0,3.0,jesal park,20100000.0,Sale,Unfurnished
CL-1540,Upkaar Swaminathan,SALE-APAR-431,90.0,3.0,naya nagar,23200000.0,Sale,Semi-Furnished
CL-1540,Upkaar Swaminathan,SALE-APAR-453,90.0,3.0,shivar garden,20000000.0,Sale,Fully Furnished
CL-1540,Upkaar Swaminathan,SALE-APAR-597,90.0,3.0,shanti nagar,21700000.0,Sale,Unfurnished
CL-1540,Upkaar Swaminathan,SALE-APAR-658,90.0,3.0,kanakia,21000000.0,Sale,Fully Furnished
CL-1540,Upkaar Swaminathan,SALE-APAR-998,90.0,3.0,beverly park,23400000.0,Sale,Unfurnished
CL-1540,Upkaar Swaminathan,SALE-APAR-1024,90.0,3.0,bhayandar west,20500000.0,Sale,Fully Furnished
CL-1540,Upkaar Swaminathan,SALE-APAR-1069,90.0,3.0,jesal park,21600000.0,Sale,Unfurnished
CL-1540,Upkaar Swaminathan,SALE-APAR-139,85.0,3.0,golden nest,19500000.0,Sale,Fully Furnished
CL-1541,Veda Dara,SALE-APAR-294,90.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1541,Veda Dara,SALE-APAR-254,80.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1541,Veda Dara,SALE-APAR-972,80.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1541,Veda Dara,SALE-APAR-192,70.0,1.0,shivar garden,4500000.0,Sale,Semi-Furnished
CL-1541,Veda Dara,SALE-APAR-290,70.0,1.0,naya nagar,5000000.0,Sale,Semi-Furnished
CL-1541,Veda Dara,SALE-APAR-326,70.0,1.0,golden nest,4500000.0,Sale,Fully Furnished
CL-1541,Veda Dara,SALE-APAR-638,70.0,1.0,golden nest,5000000.0,Sale,Semi-Furnished
CL-1541,Veda Dara,SALE-APAR-692,70.0,1.0,kanakia,4900000.0,Sale,Semi-Furnished
CL-1541,Veda Dara,SALE-APAR-708,70.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1541,Veda Dara,SALE-APAR-1009,70.0,1.0,kanakia,5000000.0,Sale,Semi-Furnished
CL-1542,Jagdish Thaman,SALE-APAR-389,90.0,3.0,golden nest,16600000.0,Sale,Unfurnished
CL-1542,Jagdish Thaman,SALE-APAR-579,90.0,3.0,bhayandar east,17000000.0,Sale,Unfurnished
CL-1542,Jagdish Thaman,SALE-APAR-695,90.0,3.0,golden nest,17300000.0,Sale,Semi-Furnished
CL-1542,Jagdish Thaman,SALE-APAR-447,80.0,4.0,beverly park,17900000.0,Sale,Unfurnished
CL-1542,Jagdish Thaman,SALE-APAR-552,80.0,2.0,jesal park,14400000.0,Sale,Fully Furnished
CL-1542,Jagdish Thaman,SALE-APAR-673,80.0,4.0,kanakia,15000000.0,Sale,Unfurnished
CL-1542,Jagdish Thaman,SALE-APAR-749,80.0,4.0,golden nest,15900000.0,Sale,Unfurnished
CL-1542,Jagdish Thaman,SALE-APAR-912,80.0,4.0,shivar garden,15200000.0,Sale,Unfurnished
CL-1542,Jagdish Thaman,SALE-APAR-1075,80.0,4.0,mira road east,16600000.0,Sale,Unfurnished
CL-1542,Jagdish Thaman,SALE-APAR-465,75.0,2.0,jesal park,10800000.0,Sale,Semi-Furnished
CL-1543,Priya Magar,RENT-APAR-791,90.0,1.0,bhayandar east,19000.0,Rent,Semi-Furnished
CL-1543,Priya Magar,RENT-APAR-1094,85.0,1.0,bhayandar west,18000.0,Rent,Semi-Furnished
CL-1543,Priya Magar,RENT-APAR-201,80.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1543,Priya Magar,RENT-APAR-421,80.0,1.0,bhayandar east,15000.0,Rent,Unfurnished
CL-1543,Priya Magar,RENT-APAR-1006,80.0,1.0,kanakia,17000.0,Rent,Semi-Furnished
CL-1543,Priya Magar,RENT-APAR-609,77.0,1.0,mira road east,18000.0,Rent,Fully Furnished
CL-1543,Priya Magar,RENT-APAR-1074,75.0,1.0,mira road east,19000.0,Rent,Unfurnished
CL-1543,Priya Magar,RENT-APAR-403,72.0,1.0,jesal park,15000.0,Rent,Fully Furnished
CL-1543,Priya Magar,RENT-APAR-174,70.0,1.0,naya nagar,15000.0,Rent,Semi-Furnished
CL-1543,Priya Magar,RENT-APAR-767,70.0,1.0,shivar garden,17000.0,Rent,Semi-Furnished
CL-1544,Eiravati Pillai,SALE-APAR-633,90.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1544,Eiravati Pillai,SALE-APAR-1086,90.0,1.0,bhayandar west,6300000.0,Sale,Semi-Furnished
CL-1544,Eiravati Pillai,SALE-APAR-254,85.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1544,Eiravati Pillai,SALE-APAR-972,85.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1544,Eiravati Pillai,SALE-APAR-180,80.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1544,Eiravati Pillai,SALE-APAR-528,80.0,1.0,bhayandar east,6500000.0,Sale,Semi-Furnished
CL-1544,Eiravati Pillai,SALE-APAR-770,80.0,1.0,mira road east,6300000.0,Sale,Unfurnished
CL-1544,Eiravati Pillai,SALE-APAR-294,75.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1544,Eiravati Pillai,SALE-APAR-582,70.0,1.0,kanakia,6300000.0,Sale,Fully Furnished
CL-1544,Eiravati Pillai,SALE-APAR-708,70.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1545,Bakhshi Madan,RENT-APAR-443,95.0,3.0,kanakia,40000.0,Rent,Fully Furnished
CL-1545,Bakhshi Madan,RENT-APAR-446,90.0,3.0,beverly park,41000.0,Rent,Semi-Furnished
CL-1545,Bakhshi Madan,RENT-APAR-877,90.0,3.0,mira road east,43000.0,Rent,Semi-Furnished
CL-1545,Bakhshi Madan,RENT-APAR-914,90.0,3.0,kanakia,41000.0,Rent,Semi-Furnished
CL-1545,Bakhshi Madan,RENT-APAR-939,90.0,4.0,kanakia,44000.0,Rent,Fully Furnished
CL-1545,Bakhshi Madan,RENT-APAR-825,85.0,3.0,beverly park,40000.0,Rent,Unfurnished
CL-1545,Bakhshi Madan,RENT-APAR-223,80.0,4.0,bhayandar east,43000.0,Rent,Semi-Furnished
CL-1545,Bakhshi Madan,RENT-APAR-295,80.0,2.0,shivar garden,36000.0,Rent,Fully Furnished
CL-1545,Bakhshi Madan,RENT-APAR-391,80.0,2.0,golden nest,37000.0,Rent,Fully Furnished
CL-1545,Bakhshi Madan,RENT-APAR-883,80.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-883,90.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-494,85.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-1023,80.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-601,75.0,1.0,mira road east,25000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-706,75.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1546,Jonathan More,RENT-APAR-250,70.0,2.0,shanti nagar,35000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-295,70.0,2.0,shivar garden,36000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-391,70.0,2.0,golden nest,37000.0,Rent,Fully Furnished
CL-1546,Jonathan More,RENT-APAR-444,70.0,2.0,bhayandar east,30000.0,Rent,Unfurnished
CL-1546,Jonathan More,RENT-APAR-609,70.0,1.0,mira road east,18000.0,Rent,Fully Furnished
CL-1547,Tejas Vora,RENT-APAR-421,90.0,1.0,bhayandar east,15000.0,Rent,Unfurnished
CL-1547,Tejas Vora,RENT-APAR-911,90.0,1.0,bhayandar east,22000.0,Rent,Unfurnished
CL-1547,Tejas Vora,RENT-APAR-1074,85.0,1.0,mira road east,19000.0,Rent,Unfurnished
CL-1547,Tejas Vora,RENT-APAR-354,80.0,1.0,bhayandar west,21000.0,Rent,Unfurnished
CL-1547,Tejas Vora,RENT-APAR-791,80.0,1.0,bhayandar east,19000.0,Rent,Semi-Furnished
CL-1547,Tejas Vora,RENT-APAR-209,75.0,1.0,naya nagar,19000.0,Rent,Unfurnished
CL-1547,Tejas Vora,RENT-APAR-750,75.0,1.0,shanti nagar,19000.0,Rent,Unfurnished
CL-1547,Tejas Vora,RENT-APAR-201,70.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1547,Tejas Vora,RENT-APAR-205,70.0,1.0,shanti nagar,23000.0,Rent,Unfurnished
CL-1547,Tejas Vora,RENT-APAR-218,70.0,1.0,jesal park,22000.0,Rent,Unfurnished
CL-1548,Bina Nanda,RENT-APAR-1094,85.0,1.0,bhayandar west,18000.0,Rent,Semi-Furnished
CL-1548,Bina Nanda,RENT-APAR-201,80.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1548,Bina Nanda,RENT-APAR-354,80.0,1.0,bhayandar west,21000.0,Rent,Unfurnished
CL-1548,Bina Nanda,RENT-APAR-609,80.0,1.0,mira road east,18000.0,Rent,Fully Furnished
CL-1548,Bina Nanda,RENT-APAR-403,75.0,1.0,jesal park,15000.0,Rent,Fully Furnished
CL-1548,Bina Nanda,RENT-APAR-888,75.0,1.0,kanakia,20000.0,Rent,Fully Furnished
CL-1548,Bina Nanda,RENT-APAR-1074,75.0,1.0,mira road east,19000.0,Rent,Unfurnished
CL-1548,Bina Nanda,RENT-APAR-305,70.0,1.0,jesal park,19000.0,Rent,Fully Furnished
CL-1548,Bina Nanda,RENT-APAR-421,70.0,1.0,bhayandar east,15000.0,Rent,Unfurnished
CL-1548,Bina Nanda,RENT-APAR-791,70.0,1.0,bhayandar east,19000.0,Rent,Semi-Furnished
CL-1549,Victor Kothari,SALE-APAR-995,80.0,2.0,bhayandar west,12000000.0,Sale,Semi-Furnished
CL-1549,Victor Kothari,SALE-APAR-1093,75.0,2.0,bhayandar west,14200000.0,Sale,Semi-Furnished
CL-1549,Victor Kothari,SALE-APAR-844,70.0,2.0,bhayandar west,10200000.0,Sale,Semi-Furnished
CL-1549,Victor Kothari,SALE-SHOP-159,65.0,,bhayandar west,13900000.0,Sale,Unfurnished
CL-1549,Victor Kothari,SALE-SHOP-274,65.0,,bhayandar west,12900000.0,Sale,Unfurnished
CL-1549,Victor Kothari,SALE-OFFI-322,65.0,,bhayandar west,13100000.0,Sale,Unfurnished
CL-1549,Victor Kothari,SALE-APAR-460,65.0,2.0,mira road east,10200000.0,Sale,Unfurnished
CL-1549,Victor Kothari,SALE-APAR-526,65.0,2.0,bhayandar east,11000000.0,Sale,Fully Furnished
CL-1549,Victor Kothari,SALE-SHOP-330,60.0,,bhayandar west,10900000.0,Sale,Unfurnished
CL-1549,Victor Kothari,SALE-BUNG-360,60.0,3.0,bhayandar west,25200000.0,Sale,Unfurnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-180,90.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-294,80.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-633,80.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-254,75.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-972,75.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-290,70.0,1.0,naya nagar,5000000.0,Sale,Semi-Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-638,70.0,1.0,golden nest,5000000.0,Sale,Semi-Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-692,70.0,1.0,kanakia,4900000.0,Sale,Semi-Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-708,70.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1550,Dalaja Bhattacharyya,SALE-APAR-747,70.0,1.0,kanakia,5800000.0,Sale,Fully Furnished
CL-1551,Arya Apte,RENT-APAR-297,97.0,3.0,bhayandar east,48000.0,Rent,Fully Furnished
CL-1551,Arya Apte,RENT-APAR-300,92.0,3.0,bhayandar east,57000.0,Rent,Fully Furnished
CL-1551,Arya Apte,RENT-APAR-424,92.0,3.0,bhayandar east,56000.0,Rent,Fully Furnished
CL-1551,Arya Apte,RENT-APAR-223,85.0,4.0,bhayandar east,43000.0,Rent,Semi-Furnished
CL-1551,Arya Apte,RENT-APAR-877,85.0,3.0,mira road east,43000.0,Rent,Semi-Furnished
CL-1551,Arya Apte,RENT-APAR-350,80.0,3.0,bhayandar east,51000.0,Rent,Unfurnished
CL-1551,Arya Apte,RENT-APAR-706,80.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1551,Arya Apte,RENT-APAR-800,80.0,4.0,bhayandar east,42000.0,Rent,Semi-Furnished
CL-1551,Arya Apte,RENT-APAR-809,80.0,3.0,mira road east,55000.0,Rent,Semi-Furnished
CL-1551,Arya Apte,RENT-APAR-446,75.0,3.0,beverly park,41000.0,Rent,Semi-Furnished
CL-1552,Sai Shan,SALE-APAR-254,80.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1552,Sai Shan,SALE-APAR-294,80.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1552,Sai Shan,SALE-APAR-972,80.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1552,Sai Shan,SALE-APAR-192,70.0,1.0,shivar garden,4500000.0,Sale,Semi-Furnished
CL-1552,Sai Shan,SALE-APAR-290,70.0,1.0,naya nagar,5000000.0,Sale,Semi-Furnished
CL-1552,Sai Shan,SALE-APAR-326,70.0,1.0,golden nest,4500000.0,Sale,Fully Furnished
CL-1552,Sai Shan,SALE-APAR-638,70.0,1.0,golden nest,5000000.0,Sale,Semi-Furnished
CL-1552,Sai Shan,SALE-APAR-692,70.0,1.0,kanakia,4900000.0,Sale,Semi-Furnished
CL-1552,Sai Shan,SALE-APAR-708,70.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1552,Sai Shan,SALE-APAR-1009,70.0,1.0,kanakia,5000000.0,Sale,Semi-Furnished
CL-1553,Yatin Mody,SALE-APAR-526,75.0,2.0,bhayandar east,11000000.0,Sale,Fully Furnished
CL-1553,Yatin Mody,SALE-APAR-460,65.0,2.0,mira road east,10200000.0,Sale,Unfurnished
CL-1553,Yatin Mody,SALE-APAR-995,65.0,2.0,bhayandar west,12000000.0,Sale,Semi-Furnished
CL-1553,Yatin Mody,SALE-APAR-1093,65.0,2.0,bhayandar west,14200000.0,Sale,Semi-Furnished
CL-1553,Yatin Mody,SALE-BUNG-188,60.0,3.0,bhayandar east,29900000.0,Sale,Fully Furnished
CL-1553,Yatin Mody,SALE-APAR-196,60.0,1.0,bhayandar east,7200000.0,Sale,Unfurnished
CL-1553,Yatin Mody,SALE-OFFI-413,60.0,,bhayandar east,13900000.0,Sale,Semi-Furnished
CL-1553,Yatin Mody,SALE-APAR-517,60.0,2.0,mira road east,8500000.0,Sale,Semi-Furnished
CL-1553,Yatin Mody,SALE-APAR-528,60.0,1.0,bhayandar east,6500000.0,Sale,Semi-Furnished
CL-1553,Yatin Mody,SALE-APAR-552,60.0,2.0,jesal park,14400000.0,Sale,Fully Furnished
CL-1554,Charvi Krishna,RENT-APAR-444,75.0,2.0,bhayandar east,30000.0,Rent,Unfurnished
CL-1554,Charvi Krishna,RENT-APAR-706,75.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1554,Charvi Krishna,RENT-APAR-825,75.0,3.0,beverly park,40000.0,Rent,Unfurnished
CL-1554,Charvi Krishna,RENT-APAR-713,70.0,2.0,bhayandar east,39000.0,Rent,Semi-Furnished
CL-1554,Charvi Krishna,RENT-APAR-955,70.0,2.0,bhayandar west,35000.0,Rent,Unfurnished
CL-1554,Charvi Krishna,RENT-APAR-1023,70.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1554,Charvi Krishna,RENT-APAR-443,65.0,3.0,kanakia,40000.0,Rent,Fully Furnished
CL-1554,Charvi Krishna,RENT-APAR-629,65.0,2.0,bhayandar east,28000.0,Rent,Semi-Furnished
CL-1554,Charvi Krishna,RENT-APAR-746,65.0,4.0,jesal park,40000.0,Rent,Unfurnished
CL-1554,Charvi Krishna,RENT-APAR-272,60.0,2.0,beverly park,35000.0,Rent,Unfurnished
CL-1555,Kashish Babu,RENT-APAR-877,90.0,3.0,mira road east,43000.0,Rent,Semi-Furnished
CL-1555,Kashish Babu,RENT-APAR-825,75.0,3.0,beverly park,40000.0,Rent,Unfurnished
CL-1555,Kashish Babu,RENT-APAR-223,70.0,4.0,bhayandar east,43000.0,Rent,Semi-Furnished
CL-1555,Kashish Babu,RENT-APAR-446,70.0,3.0,beverly park,41000.0,Rent,Semi-Furnished
CL-1555,Kashish Babu,RENT-APAR-883,70.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1555,Kashish Babu,RENT-APAR-914,70.0,3.0,kanakia,41000.0,Rent,Semi-Furnished
CL-1555,Kashish Babu,RENT-APAR-926,70.0,4.0,golden nest,42000.0,Rent,Unfurnished
CL-1555,Kashish Babu,RENT-APAR-944,70.0,4.0,mira road east,44000.0,Rent,Fully Furnished
CL-1555,Kashish Babu,RENT-APAR-253,65.0,2.0,mira road east,40000.0,Rent,Semi-Furnished
CL-1555,Kashish Babu,RENT-APAR-443,65.0,3.0,kanakia,40000.0,Rent,Fully Furnished
CL-1556,Abhiram Patla,SALE-APAR-579,85.0,3.0,bhayandar east,17000000.0,Sale,Unfurnished
CL-1556,Abhiram Patla,SALE-APAR-145,80.0,3.0,mira road east,22500000.0,Sale,Fully Furnished
CL-1556,Abhiram Patla,SALE-APAR-363,80.0,4.0,bhayandar east,21400000.0,Sale,Semi-Furnished
CL-1556,Abhiram Patla,SALE-APAR-1024,80.0,3.0,bhayandar west,20500000.0,Sale,Fully Furnished
CL-1556,Abhiram Patla,SALE-APAR-234,70.0,4.0,mira road east,18800000.0,Sale,Unfurnished
CL-1556,Abhiram Patla,SALE-APAR-271,70.0,3.0,bhayandar west,21200000.0,Sale,Semi-Furnished
CL-1556,Abhiram Patla,SALE-APAR-289,70.0,4.0,bhayandar west,19000000.0,Sale,Unfurnished
CL-1556,Abhiram Patla,SALE-APAR-425,70.0,3.0,jesal park,20100000.0,Sale,Unfurnished
CL-1556,Abhiram Patla,SALE-APAR-453,70.0,3.0,shivar garden,20000000.0,Sale,Fully Furnished
CL-1556,Abhiram Patla,SALE-APAR-509,70.0,4.0,bhayandar west,21000000.0,Sale,Semi-Furnished
CL-1557,Gaurika Sathe,RENT-APAR-1023,80.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1557,Gaurika Sathe,RENT-APAR-601,75.0,1.0,mira road east,25000.0,Rent,Fully Furnished
CL-1557,Gaurika Sathe,RENT-APAR-706,75.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1557,Gaurika Sathe,RENT-APAR-250,70.0,2.0,shanti nagar,35000.0,Rent,Fully Furnished
CL-1557,Gaurika Sathe,RENT-APAR-295,70.0,2.0,shivar garden,36000.0,Rent,Fully Furnished
CL-1557,Gaurika Sathe,RENT-APAR-444,70.0,2.0,bhayandar east,30000.0,Rent,Unfurnished
CL-1557,Gaurika Sathe,RENT-APAR-609,70.0,1.0,mira road east,18000.0,Rent,Fully Furnished
CL-1557,Gaurika Sathe,RENT-APAR-955,70.0,2.0,bhayandar west,35000.0,Rent,Unfurnished
CL-1557,Gaurika Sathe,RENT-APAR-162,65.0,2.0,naya nagar,33000.0,Rent,Fully Furnished
CL-1557,Gaurika Sathe,RENT-APAR-629,65.0,2.0,bhayandar east,28000.0,Rent,Semi-Furnished
CL-1558,Rajata Jayaraman,RENT-APAR-877,90.0,3.0,mira road east,43000.0,Rent,Semi-Furnished
CL-1558,Rajata Jayaraman,RENT-APAR-297,80.0,3.0,bhayandar east,48000.0,Rent,Fully Furnished
CL-1558,Rajata Jayaraman,RENT-APAR-831,80.0,3.0,mira road east,45000.0,Rent,Semi-Furnished
CL-1558,Rajata Jayaraman,RENT-APAR-825,75.0,3.0,beverly park,40000.0,Rent,Unfurnished
CL-1558,Rajata Jayaraman,RENT-APAR-130,70.0,3.0,naya nagar,46000.0,Rent,Unfurnished
CL-1558,Rajata Jayaraman,RENT-APAR-223,70.0,4.0,bhayandar east,43000.0,Rent,Semi-Furnished
CL-1558,Rajata Jayaraman,RENT-APAR-446,70.0,3.0,beverly park,41000.0,Rent,Semi-Furnished
CL-1558,Rajata Jayaraman,RENT-APAR-914,70.0,3.0,kanakia,41000.0,Rent,Semi-Furnished
CL-1558,Rajata Jayaraman,RENT-APAR-926,70.0,4.0,golden nest,42000.0,Rent,Unfurnished
CL-1558,Rajata Jayaraman,RENT-APAR-944,70.0,4.0,mira road east,44000.0,Rent,Fully Furnished
CL-1559,Wishi Nanda,SALE-APAR-528,90.0,1.0,bhayandar east,6500000.0,Sale,Semi-Furnished
CL-1559,Wishi Nanda,SALE-APAR-294,85.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1559,Wishi Nanda,SALE-APAR-180,80.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1559,Wishi Nanda,SALE-APAR-490,80.0,1.0,mira road east,6600000.0,Sale,Unfurnished
CL-1559,Wishi Nanda,SALE-APAR-633,80.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1559,Wishi Nanda,SALE-APAR-770,80.0,1.0,mira road east,6300000.0,Sale,Unfurnished
CL-1559,Wishi Nanda,SALE-APAR-1086,80.0,1.0,bhayandar west,6300000.0,Sale,Semi-Furnished
CL-1559,Wishi Nanda,SALE-APAR-254,75.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1559,Wishi Nanda,SALE-APAR-972,75.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1559,Wishi Nanda,SALE-APAR-1030,75.0,1.0,bhayandar west,6800000.0,Sale,Unfurnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-180,90.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-290,90.0,1.0,naya nagar,5000000.0,Sale,Semi-Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-294,90.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-633,90.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-638,90.0,1.0,golden nest,5000000.0,Sale,Semi-Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-692,90.0,1.0,kanakia,4900000.0,Sale,Semi-Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-708,90.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-747,90.0,1.0,kanakia,5800000.0,Sale,Fully Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-1009,90.0,1.0,kanakia,5000000.0,Sale,Semi-Furnished
CL-1560,Vidhi Brahmbhatt,SALE-APAR-192,85.0,1.0,shivar garden,4500000.0,Sale,Semi-Furnished
CL-1561,Ganga Mody,SALE-APAR-517,90.0,2.0,mira road east,8500000.0,Sale,Semi-Furnished
CL-1561,Ganga Mody,SALE-APAR-180,75.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1561,Ganga Mody,SALE-APAR-490,75.0,1.0,mira road east,6600000.0,Sale,Unfurnished
CL-1561,Ganga Mody,SALE-APAR-770,75.0,1.0,mira road east,6300000.0,Sale,Unfurnished
CL-1561,Ganga Mody,SALE-APAR-196,70.0,1.0,bhayandar east,7200000.0,Sale,Unfurnished
CL-1561,Ganga Mody,SALE-APAR-697,70.0,2.0,jesal park,8100000.0,Sale,Unfurnished
CL-1561,Ganga Mody,SALE-APAR-722,70.0,2.0,jesal park,8100000.0,Sale,Semi-Furnished
CL-1561,Ganga Mody,SALE-APAR-528,65.0,1.0,bhayandar east,6500000.0,Sale,Semi-Furnished
CL-1561,Ganga Mody,SALE-APAR-633,65.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1561,Ganga Mody,SALE-APAR-1030,65.0,1.0,bhayandar west,6800000.0,Sale,Unfurnished
CL-1562,Mason Sethi,RENT-APAR-1023,90.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1562,Mason Sethi,RENT-APAR-706,85.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1562,Mason Sethi,RENT-APAR-444,80.0,2.0,bhayandar east,30000.0,Rent,Unfurnished
CL-1562,Mason Sethi,RENT-APAR-883,80.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1562,Mason Sethi,RENT-APAR-494,75.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1562,Mason Sethi,RENT-APAR-629,75.0,2.0,bhayandar east,28000.0,Rent,Semi-Furnished
CL-1562,Mason Sethi,RENT-APAR-250,70.0,2.0,shanti nagar,35000.0,Rent,Fully Furnished
CL-1562,Mason Sethi,RENT-APAR-295,70.0,2.0,shivar garden,36000.0,Rent,Fully Furnished
CL-1562,Mason Sethi,RENT-APAR-391,70.0,2.0,golden nest,37000.0,Rent,Fully Furnished
CL-1562,Mason Sethi,RENT-APAR-955,70.0,2.0,bhayandar west,35000.0,Rent,Unfurnished
CL-1563,Yashvi Bandi,SALE-APAR-460,75.0,2.0,mira road east,10200000.0,Sale,Unfurnished
CL-1563,Yashvi Bandi,SALE-APAR-517,70.0,2.0,mira road east,8500000.0,Sale,Semi-Furnished
CL-1563,Yashvi Bandi,SALE-SHOP-396,65.0,,mira road east,15500000.0,Sale,Unfurnished
CL-1563,Yashvi Bandi,SALE-SHOP-492,65.0,,mira road east,14100000.0,Sale,Unfurnished
CL-1563,Yashvi Bandi,SALE-APAR-526,65.0,2.0,bhayandar east,11000000.0,Sale,Fully Furnished
CL-1563,Yashvi Bandi,SALE-OFFI-646,65.0,,mira road east,15900000.0,Sale,Semi-Furnished
CL-1563,Yashvi Bandi,SALE-SHOP-729,65.0,,mira road east,14600000.0,Sale,Unfurnished
CL-1563,Yashvi Bandi,SALE-APAR-995,65.0,2.0,bhayandar west,12000000.0,Sale,Semi-Furnished
CL-1563,Yashvi Bandi,SALE-APAR-1093,65.0,2.0,bhayandar west,14200000.0,Sale,Semi-Furnished
CL-1563,Yashvi Bandi,SALE-APAR-145,60.0,3.0,mira road east,22500000.0,Sale,Fully Furnished
CL-1564,Nidra Kuruvilla,RENT-APAR-1094,95.0,1.0,bhayandar west,18000.0,Rent,Semi-Furnished
CL-1564,Nidra Kuruvilla,RENT-APAR-201,90.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1564,Nidra Kuruvilla,RENT-APAR-791,80.0,1.0,bhayandar east,19000.0,Rent,Semi-Furnished
CL-1564,Nidra Kuruvilla,RENT-APAR-1006,80.0,1.0,kanakia,17000.0,Rent,Semi-Furnished
